scenario_group_id,business_profile_id,request_id,lot_id,candidate_id,source_type,product_category,product_subcategory,action_type,business_type,storage_requirement_mode,urgency_level,surplus_source,destination_type,seasonality_status,package_format,planning_quantity,remaining_shelf_life_days,remaining_safe_window_hours,remaining_commercial_window_days,unit_cost,normal_selling_price,offered_or_selling_price_per_unit,direct_action_cost,logistics_cost,handling_cost,estimated_completion_hours,active_demand_quantity,available_capacity,minimum_order_quantity,capability_resource_ratio,demand_coverage_ratio,demand_freshness_hours,distance_km,package_volume_ml,package_weight_g,simulated_rescue_outcome
SG-01275,BP-075,SYN-REQ-01275,SYN-LOT-01275,SYN-CAND-01275-02,SYNTHETIC_GENERATED,BAKERY,PASTRY,EXTERNAL_PARTNER,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,CALCULATED,EXTERNAL_PARTNER,POST_SEASON,TRAY,52,268,630.86,48.11,58800.71,102383.8,97489.85,48864.07,22480.16,16111.04,8.9,116,26,9,0.5,2.2308,138.38,20.56,4520.84,3772.43,1
SG-01275,BP-075,SYN-REQ-01275,SYN-LOT-01275,SYN-CAND-01275-03,SYNTHETIC_GENERATED,BAKERY,PASTRY,INTERNAL_USE,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,CALCULATED,INTERNAL_OPERATION,POST_SEASON,TRAY,52,2,39.56,1.03,11055.88,12359.37,0.0,24902.41,0.0,24264.99,13.53,146,94,1,1.8077,2.8077,16.64,0.0,3077.25,1812.0,1
SG-01275,BP-075,SYN-REQ-01275,SYN-LOT-01275,SYN-CAND-01275-04,SYNTHETIC_GENERATED,BAKERY,PASTRY,BRANCH_TRANSFER,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,CALCULATED,BRANCH,POST_SEASON,TRAY,52,79,426.17,76.99,10749.34,16481.96,10360.56,28186.91,62348.28,9087.44,4.91,33,106,10,2.0385,0.6346,26.27,27.61,854.77,9463.35,1
SG-01275,BP-075,SYN-REQ-01275,SYN-LOT-01275,SYN-CAND-01275-05,SYNTHETIC_GENERATED,BAKERY,PASTRY,INTERNAL_REPURPOSE,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,CALCULATED,INTERNAL_OPERATION,POST_SEASON,TRAY,52,175,97.84,74.14,2473.43,3866.47,2784.25,49950.18,0.0,16958.48,57.2,126,53,1,1.0192,2.4231,108.07,0.0,968.03,4745.19,1
SG-01275,BP-075,SYN-REQ-01275,SYN-LOT-01275,SYN-CAND-01275-06,SYNTHETIC_GENERATED,BAKERY,PASTRY,LOCAL_DISCOUNT,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,CALCULATED,LOCAL_CUSTOMER,POST_SEASON,TRAY,52,304,42.75,92.37,60950.92,107779.51,52132.95,12148.19,0.0,23719.01,6.76,47,111,1,2.1346,0.9038,137.89,0.0,2987.13,1100.7,1
SG-01275,BP-075,SYN-REQ-01275,SYN-LOT-01275,SYN-CAND-01275-07,SYNTHETIC_GENERATED,BAKERY,PASTRY,DONATION,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,CALCULATED,DONATION_PARTNER,POST_SEASON,TRAY,52,252,501.83,18.98,48120.53,54352.14,0.0,25401.4,56508.04,4246.44,36.75,36,155,1,2.9808,0.6923,40.28,39.4,4045.47,619.12,0
SG-01275,BP-075,SYN-REQ-01275,SYN-LOT-01275,SYN-CAND-01275-08,SYNTHETIC_GENERATED,BAKERY,PASTRY,PROMOTIONAL_BONUS,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,CALCULATED,LOCAL_CUSTOMER,POST_SEASON,TRAY,52,164,671.93,88.69,46020.0,79807.88,51428.2,8613.04,0.0,5923.64,447.53,96,80,1,1.5385,1.8462,26.43,0.0,3633.04,5900.49,1
SG-01276,BP-076,SYN-REQ-01276,SYN-LOT-01276,SYN-CAND-01276-01,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,PREPARED_MEAL,BUNDLE,SMALL_FNB,SAFETY_CRITICAL_COLD_CHAIN,LOW,CALCULATED,LOCAL_CUSTOMER,NOT_APPLICABLE,CUP,192,138,5.89,84.82,3336.98,4276.01,3352.82,24814.05,0.0,22773.67,1.55,292,189,1,0.9844,1.5208,72.9,0.0,396.83,4425.72,1
SG-01276,BP-076,SYN-REQ-01276,SYN-LOT-01276,SYN-CAND-01276-02,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,PREPARED_MEAL,LOCAL_DISCOUNT,SMALL_FNB,SAFETY_CRITICAL_COLD_CHAIN,LOW,CALCULATED,LOCAL_CUSTOMER,NOT_APPLICABLE,CUP,192,100,433.27,98.11,30558.5,36107.92,16241.34,12196.91,0.0,14583.77,364.18,122,495,1,2.5781,0.6354,24.07,0.0,2186.68,7349.59,1
SG-01276,BP-076,SYN-REQ-01276,SYN-LOT-01276,SYN-CAND-01276-03,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,PREPARED_MEAL,PROMOTIONAL_BONUS,SMALL_FNB,SAFETY_CRITICAL_COLD_CHAIN,LOW,CALCULATED,LOCAL_CUSTOMER,NOT_APPLICABLE,CUP,192,213,637.7,33.58,18929.99,32196.13,26658.4,20011.12,0.0,20544.77,571.93,416,333,1,1.7344,2.1667,144.23,0.0,3596.04,3927.6,0
SG-01276,BP-076,SYN-REQ-01276,SYN-LOT-01276,SYN-CAND-01276-04,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,PREPARED_MEAL,RETURN_TO_SUPPLIER,SMALL_FNB,SAFETY_CRITICAL_COLD_CHAIN,LOW,CALCULATED,SUPPLIER,NOT_APPLICABLE,CUP,192,144,279.67,62.32,71498.35,117915.08,74840.7,7133.04,37749.09,233.26,234.45,302,494,37,2.5729,1.5729,71.12,27.58,1217.55,2481.16,0
SG-01277,BP-077,SYN-REQ-01277,SYN-LOT-01277,SYN-CAND-01277-01,SYNTHETIC_GENERATED,PACKAGED_FOOD,SNACK,BUNDLE,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,RULE_TRIGGERED,LOCAL_CUSTOMER,POST_SEASON,SACHET,111,121,285.22,24.16,4339.24,6584.36,2404.61,43755.39,0.0,10587.16,234.61,185,77,1,0.6937,1.6667,79.27,0.0,166.84,7196.32,0
SG-01277,BP-077,SYN-REQ-01277,SYN-LOT-01277,SYN-CAND-01277-02,SYNTHETIC_GENERATED,PACKAGED_FOOD,SNACK,WHOLESALE,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,RULE_TRIGGERED,WHOLESALE_BUYER,POST_SEASON,SACHET,111,196,595.22,1.59,56831.82,88828.13,41198.49,16114.85,43170.75,1640.69,27.61,177,230,84,2.0721,1.5946,144.46,37.5,2752.43,3106.91,1
SG-01277,BP-077,SYN-REQ-01277,SYN-LOT-01277,SYN-CAND-01277-03,SYNTHETIC_GENERATED,PACKAGED_FOOD,SNACK,BRANCH_TRANSFER,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,RULE_TRIGGERED,BRANCH,POST_SEASON,SACHET,111,230,604.76,31.32,68352.02,108946.28,44439.19,17978.64,66624.99,22987.28,125.95,235,297,106,2.6757,2.1171,99.33,28.64,2814.37,2625.8,1
SG-01277,BP-077,SYN-REQ-01277,SYN-LOT-01277,SYN-CAND-01277-04,SYNTHETIC_GENERATED,PACKAGED_FOOD,SNACK,INTERNAL_REPURPOSE,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,RULE_TRIGGERED,INTERNAL_OPERATION,POST_SEASON,SACHET,111,137,676.57,8.89,3925.4,5765.63,5691.25,18498.18,0.0,13903.46,45.97,164,184,1,1.6577,1.4775,140.83,0.0,2876.6,1258.09,1
SG-01277,BP-077,SYN-REQ-01277,SYN-LOT-01277,SYN-CAND-01277-05,SYNTHETIC_GENERATED,PACKAGED_FOOD,SNACK,EXTERNAL_PARTNER,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,RULE_TRIGGERED,EXTERNAL_PARTNER,POST_SEASON,SACHET,111,104,7.5,9.93,4713.67,7476.35,6093.97,35983.0,21782.0,14252.39,6.35,286,219,70,1.973,2.5766,91.24,4.11,3988.35,7296.82,1
SG-01277,BP-077,SYN-REQ-01277,SYN-LOT-01277,SYN-CAND-01277-06,SYNTHETIC_GENERATED,PACKAGED_FOOD,SNACK,PROMOTIONAL_BONUS,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,RULE_TRIGGERED,LOCAL_CUSTOMER,POST_SEASON,SACHET,111,170,96.35,61.89,24208.02,42279.31,31341.65,46485.81,0.0,5383.92,39.06,102,279,1,2.5135,0.9189,121.54,0.0,2716.85,9022.26,1
SG-01277,BP-077,SYN-REQ-01277,SYN-LOT-01277,SYN-CAND-01277-07,SYNTHETIC_GENERATED,PACKAGED_FOOD,SNACK,LOCAL_DISCOUNT,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,RULE_TRIGGERED,LOCAL_CUSTOMER,POST_SEASON,SACHET,111,120,223.38,79.61,7837.09,12508.78,12254.85,19495.44,0.0,2867.94,5.41,215,75,1,0.6757,1.9369,153.01,0.0,2407.37,8797.33,1
SG-01277,BP-077,SYN-REQ-01277,SYN-LOT-01277,SYN-CAND-01277-08,SYNTHETIC_GENERATED,PACKAGED_FOOD,SNACK,DONATION,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,RULE_TRIGGERED,DONATION_PARTNER,POST_SEASON,SACHET,111,203,709.33,66.79,22127.35,29188.19,0.0,7546.16,57867.4,490.23,253.63,326,264,1,2.3784,2.9369,166.97,2.74,1047.64,8985.62,1
SG-01278,BP-078,SYN-REQ-01278,SYN-LOT-01278,SYN-CAND-01278-01,SYNTHETIC_GENERATED,PACKAGED_FOOD,CANNED_FOOD,INTERNAL_REPURPOSE,SMALL_FNB,AMBIENT_ALLOWED,CRITICAL,CALCULATED,INTERNAL_OPERATION,NOT_APPLICABLE,SACHET,50,59,423.54,18.1,66537.79,78062.14,31857.16,10490.45,0.0,16195.0,86.67,90,126,1,2.52,1.8,118.61,0.0,2934.91,4003.28,1
SG-01278,BP-078,SYN-REQ-01278,SYN-LOT-01278,SYN-CAND-01278-02,SYNTHETIC_GENERATED,PACKAGED_FOOD,CANNED_FOOD,DONATION,SMALL_FNB,AMBIENT_ALLOWED,CRITICAL,CALCULATED,DONATION_PARTNER,NOT_APPLICABLE,SACHET,50,314,67.44,1.95,66172.54,92992.27,0.0,13337.51,19846.68,14833.23,40.99,36,129,1,2.58,0.72,150.61,35.29,4459.64,3256.26,0
SG-01278,BP-078,SYN-REQ-01278,SYN-LOT-01278,SYN-CAND-01278-03,SYNTHETIC_GENERATED,PACKAGED_FOOD,CANNED_FOOD,LOCAL_DISCOUNT,SMALL_FNB,AMBIENT_ALLOWED,CRITICAL,CALCULATED,LOCAL_CUSTOMER,NOT_APPLICABLE,SACHET,50,347,421.6,9.89,69595.32,95443.02,44571.89,11372.03,0.0,22159.89,126.73,44,96,1,1.92,0.88,152.02,0.0,3463.76,959.97,0
SG-01278,BP-078,SYN-REQ-01278,SYN-LOT-01278,SYN-CAND-01278-04,SYNTHETIC_GENERATED,PACKAGED_FOOD,CANNED_FOOD,WHOLESALE,SMALL_FNB,AMBIENT_ALLOWED,CRITICAL,CALCULATED,WHOLESALE_BUYER,NOT_APPLICABLE,SACHET,50,8,69.54,2.13,72975.3,93641.9,37531.67,15694.52,33719.65,14836.83,34.42,33,65,31,1.3,0.66,102.72,38.64,2843.96,1042.56,0
SG-01278,BP-078,SYN-REQ-01278,SYN-LOT-01278,SYN-CAND-01278-05,SYNTHETIC_GENERATED,PACKAGED_FOOD,CANNED_FOOD,EXTERNAL_PARTNER,SMALL_FNB,AMBIENT_ALLOWED,CRITICAL,CALCULATED,EXTERNAL_PARTNER,NOT_APPLICABLE,SACHET,50,219,32.16,69.45,3455.65,5893.61,2799.46,15941.83,61465.72,17161.51,5.13,60,145,25,2.9,1.2,71.98,39.87,1221.0,5452.09,1
SG-01278,BP-078,SYN-REQ-01278,SYN-LOT-01278,SYN-CAND-01278-06,SYNTHETIC_GENERATED,PACKAGED_FOOD,CANNED_FOOD,PROMOTIONAL_BONUS,SMALL_FNB,AMBIENT_ALLOWED,CRITICAL,CALCULATED,LOCAL_CUSTOMER,NOT_APPLICABLE,SACHET,50,251,185.72,11.13,74939.45,82890.53,78729.43,48423.99,0.0,15047.1,175.42,84,38,1,0.76,1.68,143.66,0.0,3189.1,350.91,1
SG-01278,BP-078,SYN-REQ-01278,SYN-LOT-01278,SYN-CAND-01278-07,SYNTHETIC_GENERATED,PACKAGED_FOOD,CANNED_FOOD,RETURN_TO_SUPPLIER,SMALL_FNB,AMBIENT_ALLOWED,CRITICAL,CALCULATED,SUPPLIER,NOT_APPLICABLE,SACHET,50,218,276.65,3.87,61256.87,98850.21,45609.49,22621.78,35438.21,9349.62,0.74,36,63,31,1.26,0.72,24.91,32.79,3240.62,3327.74,1
SG-01278,BP-078,SYN-REQ-01278,SYN-LOT-01278,SYN-CAND-01278-08,SYNTHETIC_GENERATED,PACKAGED_FOOD,CANNED_FOOD,BUNDLE,SMALL_FNB,AMBIENT_ALLOWED,CRITICAL,CALCULATED,LOCAL_CUSTOMER,NOT_APPLICABLE,SACHET,50,284,662.81,23.44,24779.79,28633.05,20120.44,18370.96,0.0,6139.63,248.36,148,47,1,0.94,2.96,124.92,0.0,1914.92,7840.67,1
SG-01279,BP-079,SYN-REQ-01279,SYN-LOT-01279,SYN-CAND-01279-01,SYNTHETIC_GENERATED,CHILLED_DAIRY,MILK,PROMOTIONAL_BONUS,MEDIUM_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,NOT_APPLICABLE,PACK,142,129,613.38,113.08,46366.96,67320.19,33249.44,36004.45,0.0,5560.71,394.24,347,286,1,2.0141,2.4437,46.2,0.0,149.97,599.45,1
SG-01279,BP-079,SYN-REQ-01279,SYN-LOT-01279,SYN-CAND-01279-02,SYNTHETIC_GENERATED,CHILLED_DAIRY,MILK,RETURN_TO_SUPPLIER,MEDIUM_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,LOW,RULE_TRIGGERED,SUPPLIER,NOT_APPLICABLE,PACK,142,150,611.51,118.89,23806.66,28294.22,17041.61,26690.82,6526.78,21048.44,152.56,176,156,27,1.0986,1.2394,53.54,10.23,3806.16,9185.92,1
SG-01279,BP-079,SYN-REQ-01279,SYN-LOT-01279,SYN-CAND-01279-03,SYNTHETIC_GENERATED,CHILLED_DAIRY,MILK,DONATION,MEDIUM_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,LOW,RULE_TRIGGERED,DONATION_PARTNER,NOT_APPLICABLE,PACK,142,140,440.31,6.1,3349.88,5056.98,0.0,43032.29,28379.51,5986.49,2.03,167,402,1,2.831,1.1761,41.9,31.04,792.4,8891.89,1
SG-01279,BP-079,SYN-REQ-01279,SYN-LOT-01279,SYN-CAND-01279-04,SYNTHETIC_GENERATED,CHILLED_DAIRY,MILK,BRANCH_TRANSFER,MEDIUM_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,LOW,RULE_TRIGGERED,BRANCH,NOT_APPLICABLE,PACK,142,31,571.12,3.43,61138.06,69312.22,59400.57,35081.13,54147.81,2088.09,9.31,398,309,21,2.1761,2.8028,28.13,1.42,1019.66,6736.31,1
SG-01280,BP-080,SYN-REQ-01280,SYN-LOT-01280,SYN-CAND-01280-01,SYNTHETIC_GENERATED,BAKERY,CAKE,LOCAL_DISCOUNT,MEDIUM_FNB,AMBIENT_ALLOWED,MEDIUM,CALCULATED,LOCAL_CUSTOMER,POST_SEASON,PACK,72,243,384.1,68.68,29442.18,49704.29,24474.39,28940.67,0.0,3708.55,216.26,69,71,1,0.9861,0.9583,85.54,0.0,1106.98,4987.48,0
SG-01280,BP-080,SYN-REQ-01280,SYN-LOT-01280,SYN-CAND-01280-02,SYNTHETIC_GENERATED,BAKERY,CAKE,PROMOTIONAL_BONUS,MEDIUM_FNB,AMBIENT_ALLOWED,MEDIUM,CALCULATED,LOCAL_CUSTOMER,POST_SEASON,PACK,72,228,649.54,103.51,12198.42,18273.23,15660.16,309.3,0.0,9473.37,111.16,130,117,1,1.625,1.8056,89.82,0.0,3687.38,2769.68,0
SG-01280,BP-080,SYN-REQ-01280,SYN-LOT-01280,SYN-CAND-01280-03,SYNTHETIC_GENERATED,BAKERY,CAKE,WHOLESALE,MEDIUM_FNB,AMBIENT_ALLOWED,MEDIUM,CALCULATED,WHOLESALE_BUYER,POST_SEASON,PACK,72,140,359.77,61.96,33773.44,57627.62,44753.61,49866.5,65664.01,2385.39,103.27,137,96,5,1.3333,1.9028,34.08,23.38,3538.3,5569.63,1
SG-01280,BP-080,SYN-REQ-01280,SYN-LOT-01280,SYN-CAND-01280-04,SYNTHETIC_GENERATED,BAKERY,CAKE,INTERNAL_REPURPOSE,MEDIUM_FNB,AMBIENT_ALLOWED,MEDIUM,CALCULATED,INTERNAL_OPERATION,POST_SEASON,PACK,72,2,33.35,1.22,69850.7,94431.16,68415.38,5305.46,0.0,8490.07,21.66,200,151,1,2.0972,2.7778,82.5,0.0,3449.46,7890.28,1
SG-01280,BP-080,SYN-REQ-01280,SYN-LOT-01280,SYN-CAND-01280-05,SYNTHETIC_GENERATED,BAKERY,CAKE,RETURN_TO_SUPPLIER,MEDIUM_FNB,AMBIENT_ALLOWED,MEDIUM,CALCULATED,SUPPLIER,POST_SEASON,PACK,72,54,23.49,46.64,52038.21,84541.28,84465.19,31059.89,46159.76,3863.79,12.63,193,106,23,1.4722,2.6806,138.08,39.65,2473.47,1141.78,1
SG-01281,BP-081,SYN-REQ-01281,SYN-LOT-01281,SYN-CAND-01281-01,SYNTHETIC_GENERATED,BAKERY,BREAD,DONATION,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,DONATION_PARTNER,NOT_APPLICABLE,PACK,218,64,465.49,13.65,70270.28,100535.69,0.0,5601.01,61387.31,5268.47,135.99,634,501,1,2.2982,2.9083,6.84,29.72,3487.07,6333.55,1
SG-01281,BP-081,SYN-REQ-01281,SYN-LOT-01281,SYN-CAND-01281-02,SYNTHETIC_GENERATED,BAKERY,BREAD,RETURN_TO_SUPPLIER,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,SUPPLIER,NOT_APPLICABLE,PACK,218,106,503.05,86.84,20312.86,31452.43,19950.28,48375.14,27586.26,1224.49,87.8,562,464,178,2.1284,2.578,111.19,16.33,4357.1,9193.02,1
SG-01281,BP-081,SYN-REQ-01281,SYN-LOT-01281,SYN-CAND-01281-03,SYNTHETIC_GENERATED,BAKERY,BREAD,INTERNAL_USE,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,NOT_APPLICABLE,PACK,218,218,43.31,79.48,57614.89,79566.16,0.0,22751.68,0.0,3997.7,31.66,349,278,1,1.2752,1.6009,30.27,0.0,3898.2,2544.59,1
SG-01281,BP-081,SYN-REQ-01281,SYN-LOT-01281,SYN-CAND-01281-04,SYNTHETIC_GENERATED,BAKERY,BREAD,BUNDLE,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,NOT_APPLICABLE,PACK,218,43,567.02,14.02,50365.0,67297.71,44739.52,37298.3,0.0,3814.03,50.87,436,152,1,0.6972,2.0,6.49,0.0,1008.39,9889.34,1
SG-01281,BP-081,SYN-REQ-01281,SYN-LOT-01281,SYN-CAND-01281-05,SYNTHETIC_GENERATED,BAKERY,BREAD,EXTERNAL_PARTNER,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,EXTERNAL_PARTNER,NOT_APPLICABLE,PACK,218,146,306.96,36.76,22224.14,35716.42,35655.7,19584.63,30325.84,3567.39,157.59,454,604,170,2.7706,2.0826,94.15,30.04,368.77,6516.5,1
SG-01281,BP-081,SYN-REQ-01281,SYN-LOT-01281,SYN-CAND-01281-06,SYNTHETIC_GENERATED,BAKERY,BREAD,WHOLESALE,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,WHOLESALE_BUYER,NOT_APPLICABLE,PACK,218,103,294.69,75.17,70985.37,92259.69,60051.83,24832.72,43919.84,1099.85,229.29,361,309,198,1.4174,1.656,144.83,3.03,2209.14,8204.5,1
SG-01281,BP-081,SYN-REQ-01281,SYN-LOT-01281,SYN-CAND-01281-07,SYNTHETIC_GENERATED,BAKERY,BREAD,INTERNAL_REPURPOSE,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,NOT_APPLICABLE,PACK,218,250,231.67,18.53,35899.23,47674.18,30931.01,754.42,0.0,12107.93,123.21,603,134,1,0.6147,2.7661,114.61,0.0,4456.57,2758.82,1
SG-01281,BP-081,SYN-REQ-01281,SYN-LOT-01281,SYN-CAND-01281-08,SYNTHETIC_GENERATED,BAKERY,BREAD,LOCAL_DISCOUNT,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,NOT_APPLICABLE,PACK,218,178,128.7,75.36,44496.14,77605.72,31810.58,44240.32,0.0,17542.54,120.5,282,621,1,2.8486,1.2936,105.49,0.0,1706.21,7168.01,1
SG-01282,BP-082,SYN-REQ-01282,SYN-LOT-01282,SYN-CAND-01282-01,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,DONATION,MEDIUM_WHOLESALER,AMBIENT_ALLOWED,LOW,CALCULATED,DONATION_PARTNER,IN_SEASON,BOTTLE,228,315,695.02,42.77,11420.7,14439.19,0.0,36201.2,1863.21,15027.54,129.53,533,459,1,2.0132,2.3377,115.82,22.82,1825.98,1069.68,1
SG-01282,BP-082,SYN-REQ-01282,SYN-LOT-01282,SYN-CAND-01282-02,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,BUNDLE,MEDIUM_WHOLESALER,AMBIENT_ALLOWED,LOW,CALCULATED,LOCAL_CUSTOMER,IN_SEASON,BOTTLE,228,56,134.94,53.93,77324.07,130213.73,91553.27,10903.74,0.0,7171.11,40.72,373,620,1,2.7193,1.636,56.39,0.0,2075.69,9063.91,1
SG-01282,BP-082,SYN-REQ-01282,SYN-LOT-01282,SYN-CAND-01282-03,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,EXTERNAL_PARTNER,MEDIUM_WHOLESALER,AMBIENT_ALLOWED,LOW,CALCULATED,EXTERNAL_PARTNER,IN_SEASON,BOTTLE,228,71,434.76,11.99,74881.2,86420.39,77467.24,49319.21,68787.23,20666.1,32.28,338,583,108,2.557,1.4825,137.98,27.98,654.5,4259.48,1
SG-01282,BP-082,SYN-REQ-01282,SYN-LOT-01282,SYN-CAND-01282-04,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,INTERNAL_REPURPOSE,MEDIUM_WHOLESALER,AMBIENT_ALLOWED,LOW,CALCULATED,INTERNAL_OPERATION,IN_SEASON,BOTTLE,228,27,354.39,23.68,57350.49,84064.35,41620.26,47438.69,0.0,6919.97,93.92,231,579,1,2.5395,1.0132,14.94,0.0,2049.83,7157.52,1
SG-01282,BP-082,SYN-REQ-01282,SYN-LOT-01282,SYN-CAND-01282-05,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,BRANCH_TRANSFER,MEDIUM_WHOLESALER,AMBIENT_ALLOWED,LOW,CALCULATED,BRANCH,IN_SEASON,BOTTLE,228,101,270.46,56.33,79382.82,107214.44,38425.66,36335.62,12560.49,18739.84,58.59,213,473,171,2.0746,0.9342,92.29,38.84,1359.3,4096.49,1
SG-01282,BP-082,SYN-REQ-01282,SYN-LOT-01282,SYN-CAND-01282-06,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,WHOLESALE,MEDIUM_WHOLESALER,AMBIENT_ALLOWED,LOW,CALCULATED,WHOLESALE_BUYER,IN_SEASON,BOTTLE,228,68,384.81,43.45,60631.77,83623.34,51746.12,47261.68,50866.98,8953.42,296.91,626,627,175,2.75,2.7456,153.63,31.66,600.04,4018.17,1
SG-01283,BP-083,SYN-REQ-01283,SYN-LOT-01283,SYN-CAND-01283-01,SYNTHETIC_GENERATED,PACKAGED_FOOD,SNACK,DONATION,SMALL_FNB,AMBIENT_ALLOWED,MEDIUM,CALCULATED,DONATION_PARTNER,IN_SEASON,PACK,145,158,339.75,39.22,23780.27,29454.24,0.0,31363.57,15014.48,15877.29,153.28,282,236,1,1.6276,1.9448,37.55,10.63,616.6,7705.5,1
SG-01283,BP-083,SYN-REQ-01283,SYN-LOT-01283,SYN-CAND-01283-02,SYNTHETIC_GENERATED,PACKAGED_FOOD,SNACK,RETURN_TO_SUPPLIER,SMALL_FNB,AMBIENT_ALLOWED,MEDIUM,CALCULATED,SUPPLIER,IN_SEASON,PACK,145,54,609.62,20.47,62740.78,92799.89,65136.24,20385.04,20552.31,5590.32,106.55,122,247,53,1.7034,0.8414,43.19,6.19,2498.69,7127.76,1
SG-01283,BP-083,SYN-REQ-01283,SYN-LOT-01283,SYN-CAND-01283-03,SYNTHETIC_GENERATED,PACKAGED_FOOD,SNACK,BUNDLE,SMALL_FNB,AMBIENT_ALLOWED,MEDIUM,CALCULATED,LOCAL_CUSTOMER,IN_SEASON,PACK,145,94,292.28,19.11,38692.29,69417.84,28322.48,35065.08,0.0,14861.32,7.21,258,284,1,1.9586,1.7793,104.96,0.0,1333.68,5950.75,1
SG-01283,BP-083,SYN-REQ-01283,SYN-LOT-01283,SYN-CAND-01283-04,SYNTHETIC_GENERATED,PACKAGED_FOOD,SNACK,BRANCH_TRANSFER,SMALL_FNB,AMBIENT_ALLOWED,MEDIUM,CALCULATED,BRANCH,IN_SEASON,PACK,145,7,163.2,6.88,27625.59,48524.35,17881.22,17102.67,19332.61,24855.99,149.66,278,384,37,2.6483,1.9172,40.03,35.53,1565.46,7713.63,1
SG-01284,BP-084,SYN-REQ-01284,SYN-LOT-01284,SYN-CAND-01284-01,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_SNACK,INTERNAL_USE,SMALL_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,CRITICAL,USER_DECLARED,INTERNAL_OPERATION,POST_SEASON,BOX,135,315,435.53,12.83,46726.87,82248.64,0.0,14520.75,0.0,20805.94,91.36,385,333,1,2.4667,2.8519,154.28,0.0,2234.67,8189.68,1
SG-01284,BP-084,SYN-REQ-01284,SYN-LOT-01284,SYN-CAND-01284-02,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_SNACK,INTERNAL_REPURPOSE,SMALL_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,CRITICAL,USER_DECLARED,INTERNAL_OPERATION,POST_SEASON,BOX,135,6,51.01,2.58,20867.19,29093.04,24534.16,15876.87,0.0,7878.48,46.3,127,157,1,1.163,0.9407,63.57,0.0,1453.23,3018.16,1
SG-01284,BP-084,SYN-REQ-01284,SYN-LOT-01284,SYN-CAND-01284-03,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_SNACK,LOCAL_DISCOUNT,SMALL_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,CRITICAL,USER_DECLARED,LOCAL_CUSTOMER,POST_SEASON,BOX,135,181,419.66,89.5,35299.39,55850.69,28288.37,31353.37,0.0,7757.47,78.99,195,307,1,2.2741,1.4444,99.57,0.0,4983.99,5148.46,1
